"x1_1"	"x1_2"	"x1_3"	"x1_4"	"y1"	"y2"	"y3"	"y4"	"y5"	"y6"	"y7"	"y8"	"y9"	"y10"	"y11"	"y12"
"4078"	0.76	0.28	0.66	0.04	0	0	0	0	0	0	0	0	1	0	0	0
"472"	0.85	0.03	0.12	0.99	1	0	0	0	0	0	0	0	0	0	0	0
"895"	0.63	0.36	0.39	0.7	0	1	0	0	0	0	0	0	0	0	0	0
"807"	0.57	0.29	0.25	0.51	0	1	0	0	0	0	0	0	0	0	0	0
"5464"	0.17	0.54	0.11	0.65	0	0	0	0	0	0	0	0	0	0	1	0
"1196"	0.26	0.73	0.72	0.26	0	0	1	0	0	0	0	0	0	0	0	0
"1268"	0.27	0.99	0.88	0.14	0	0	1	0	0	0	0	0	0	0	0	0
"5457"	0.11	0.97	0.54	0.98	0	0	0	0	0	0	0	0	0	0	1	0
"796"	0.58	0.25	0.32	0.43	0	1	0	0	0	0	0	0	0	0	0	0
"2695"	0.87	0.82	0.48	0.6	0	0	0	0	0	1	0	0	0	0	0	0
"2342"	0.91	0.81	0.43	0.16	0	0	0	0	1	0	0	0	0	0	0	0
"659"	0.43	0.16	0.23	0.52	0	1	0	0	0	0	0	0	0	0	0	0
"4253"	0.91	0.07	0.9	0.17	0	0	0	0	0	0	0	0	1	0	0	0
"887"	0.86	0.57	0.65	0.78	0	1	0	0	0	0	0	0	0	0	0	0
"2612"	0.31	0.38	0.03	0.02	0	0	0	0	0	1	0	0	0	0	0	0
"1542"	0.21	0.49	0.48	0.28	0	0	0	1	0	0	0	0	0	0	0	0
"5184"	0.1	0.77	0.02	0.78	0	0	0	0	0	0	0	0	0	0	1	0
"1242"	0.01	0.97	0.94	0.15	0	0	1	0	0	0	0	0	0	0	0	0
"4073"	0.84	0.46	0.91	0.1	0	0	0	0	0	0	0	0	1	0	0	0
"3243"	0.13	0.34	0.83	0.87	0	0	0	0	0	0	1	0	0	0	0	0
"2753"	0.75	0.78	0.48	0.49	0	0	0	0	0	1	0	0	0	0	0	0
"3222"	0.17	0.54	0.96	0.99	0	0	0	0	0	0	1	0	0	0	0	0
"3743"	0.63	0.63	0.93	0.99	0	0	0	0	0	0	0	1	0	0	0	0
"1006"	0.01	0.82	0.68	0.12	0	0	1	0	0	0	0	0	0	0	0	0
"5705"	0.05	0.42	0.06	0.33	0	0	0	0	0	0	0	0	0	0	0	1
"841"	0.4	0.18	0.14	0.46	0	1	0	0	0	0	0	0	0	0	0	0
"2173"	0.81	0.75	0.21	0.36	0	0	0	0	1	0	0	0	0	0	0	0
"373"	0.93	0.4	0.53	0.79	1	0	0	0	0	0	0	0	0	0	0	0
"1390"	0.12	0.68	0.67	0.14	0	0	1	0	0	0	0	0	0	0	0	0
"580"	0.63	0.37	0.3	0.67	0	1	0	0	0	0	0	0	0	0	0	0
"2025"	0.95	0.88	0.01	0.31	0	0	0	0	1	0	0	0	0	0	0	0
"4"	0.83	0.21	0.28	0.82	1	0	0	0	0	0	0	0	0	0	0	0
"237"	0.58	0.17	0.2	0.62	1	0	0	0	0	0	0	0	0	0	0	0
"2301"	0.68	0.79	0.02	0.26	0	0	0	0	1	0	0	0	0	0	0	0
"1193"	0.25	0.6	0.52	0.12	0	0	1	0	0	0	0	0	0	0	0	0
"2642"	0.6	0.56	0.24	0.22	0	0	0	0	0	1	0	0	0	0	0	0
"4571"	0.48	0.24	0.61	0.22	0	0	0	0	0	0	0	0	0	1	0	0
"5648"	0.49	0.83	0.56	0.89	0	0	0	0	0	0	0	0	0	0	0	1
"3267"	0.22	0.21	0.76	0.69	0	0	0	0	0	0	1	0	0	0	0	0
"4134"	0.93	0.21	0.98	0.09	0	0	0	0	0	0	0	0	1	0	0	0
"1434"	0.32	0.69	0.75	0.37	0	0	1	0	0	0	0	0	0	0	0	0
"2205"	0.9	0.86	0.42	0.16	0	0	0	0	1	0	0	0	0	0	0	0
"1159"	0.57	0.92	0.91	0.44	0	0	1	0	0	0	0	0	0	0	0	0
"4790"	0.82	0.49	0.83	0.52	0	0	0	0	0	0	0	0	0	1	0	0
"3670"	0.37	0.29	0.6	0.67	0	0	0	0	0	0	0	1	0	0	0	0
"5247"	0.33	0.9	0.45	0.89	0	0	0	0	0	0	0	0	0	0	1	0
"1964"	0.19	0.48	0.42	0.11	0	0	0	1	0	0	0	0	0	0	0	0
"2063"	0.89	0.99	0.5	0.13	0	0	0	0	1	0	0	0	0	0	0	0
"4753"	0.35	0.09	0.4	0.03	0	0	0	0	0	0	0	0	0	1	0	0
"1206"	0.2	0.86	0.9	0.09	0	0	1	0	0	0	0	0	0	0	0	0
"969"	0.94	0.6	0.73	0.91	0	1	0	0	0	0	0	0	0	0	0	0
"4825"	0.88	0.49	0.74	0.39	0	0	0	0	0	0	0	0	0	1	0	0
"3209"	0.13	0.45	0.99	0.93	0	0	0	0	0	0	1	0	0	0	0	0
"4019"	0.91	0.11	0.9	0.16	0	0	0	0	0	0	0	0	1	0	0	0
"2133"	0.89	0.95	0.49	0.24	0	0	0	0	1	0	0	0	0	0	0	0
"1544"	0.18	0.4	0.38	0.14	0	0	0	1	0	0	0	0	0	0	0	0
"3421"	0.29	0.03	0.71	0.72	0	0	0	0	0	0	1	0	0	0	0	0
"1430"	0.07	0.92	0.98	0.04	0	0	1	0	0	0	0	0	0	0	0	0
"3424"	0.29	0.08	0.89	0.76	0	0	0	0	0	0	1	0	0	0	0	0
"1291"	0.04	0.91	0.77	0.05	0	0	1	0	0	0	0	0	0	0	0	0
"2181"	0.76	0.7	0	0.25	0	0	0	0	1	0	0	0	0	0	0	0
"5075"	0.27	0.74	0.26	0.71	0	0	0	0	0	0	0	0	0	0	1	0
"1027"	0.45	0.97	0.94	0.41	0	0	1	0	0	0	0	0	0	0	0	0
"4186"	0.81	0.01	0.76	0.25	0	0	0	0	0	0	0	0	1	0	0	0
"186"	0.86	0.4	0.45	0.9	1	0	0	0	0	0	0	0	0	0	0	0
"5092"	0.21	0.87	0.24	0.76	0	0	0	0	0	0	0	0	0	0	1	0
"861"	0.45	0.24	0.23	0.59	0	1	0	0	0	0	0	0	0	0	0	0
"1888"	0.44	0.71	0.63	0.38	0	0	0	1	0	0	0	0	0	0	0	0
"608"	0.69	0.47	0.47	0.7	0	1	0	0	0	0	0	0	0	0	0	0
"633"	0.81	0.49	0.42	0.7	0	1	0	0	0	0	0	0	0	0	0	0
"314"	0.98	0.5	0.36	0.88	1	0	0	0	0	0	0	0	0	0	0	0
"1957"	0.07	0.47	0.43	0.2	0	0	0	1	0	0	0	0	0	0	0	0
"1806"	0.7	0.95	0.87	0.68	0	0	0	1	0	0	0	0	0	0	0	0
"3920"	0.59	0.64	0.93	0.94	0	0	0	0	0	0	0	1	0	0	0	0
"5842"	0.17	0.39	0.11	0.42	0	0	0	0	0	0	0	0	0	0	0	1
"1931"	0.68	0.96	0.81	0.57	0	0	0	1	0	0	0	0	0	0	0	0
"647"	0.69	0.33	0.35	0.65	0	1	0	0	0	0	0	0	0	0	0	0
"831"	0.99	0.7	0.63	0.95	0	1	0	0	0	0	0	0	0	0	0	0
"1086"	0.47	0.95	0.98	0.42	0	0	1	0	0	0	0	0	0	0	0	0
"1943"	0.69	0.91	0.99	0.58	0	0	0	1	0	0	0	0	0	0	0	0
"3278"	0.13	0.41	0.77	0.8	0	0	0	0	0	0	1	0	0	0	0	0
"247"	0.66	0.19	0.16	0.58	1	0	0	0	0	0	0	0	0	0	0	0
"1833"	0.53	0.7	0.77	0.43	0	0	0	1	0	0	0	0	0	0	0	0
"1687"	0.57	0.71	0.83	0.53	0	0	0	1	0	0	0	0	0	0	0	0
"1509"	0.52	0.82	0.82	0.46	0	0	0	1	0	0	0	0	0	0	0	0
"3079"	0.24	0.3	0.91	0.77	0	0	0	0	0	0	1	0	0	0	0	0
"4650"	0.61	0.3	0.55	0.22	0	0	0	0	0	0	0	0	0	1	0	0
"331"	0.55	0.11	0.18	0.66	1	0	0	0	0	0	0	0	0	0	0	0
"1213"	0.09	0.81	0.96	0.05	0	0	1	0	0	0	0	0	0	0	0	0
"905"	0.81	0.48	0.54	0.86	0	1	0	0	0	0	0	0	0	0	0	0
"3088"	0.42	0.54	0.9	1	0	0	0	0	0	0	1	0	0	0	0	0
"5473"	0.1	0.78	0.1	0.7	0	0	0	0	0	0	0	0	0	0	1	0
"1538"	0.47	0.64	0.64	0.36	0	0	0	1	0	0	0	0	0	0	0	0
"4163"	0.73	0.12	0.78	0.27	0	0	0	0	0	0	0	0	1	0	0	0
"4582"	0.51	0.23	0.5	0.24	0	0	0	0	0	0	0	0	0	1	0	0
"1714"	0.54	0.78	0.86	0.46	0	0	0	1	0	0	0	0	0	0	0	0
"586"	0.37	0.05	0.17	0.28	0	1	0	0	0	0	0	0	0	0	0	0
"4175"	0.81	0.45	0.89	0.41	0	0	0	0	0	0	0	0	1	0	0	0
"3457"	0.4	0.26	0.81	0.77	0	0	0	0	0	0	1	0	0	0	0	0
"4942"	0.67	0.26	0.54	0.25	0	0	0	0	0	0	0	0	0	1	0	0
"4473"	0.95	0.42	0.94	0.16	0	0	0	0	0	0	0	0	1	0	0	0
"240"	0.9	0.16	0.26	0.92	1	0	0	0	0	0	0	0	0	0	0	0
"2226"	0.76	0.74	0.15	0.12	0	0	0	0	1	0	0	0	0	0	0	0
"2360"	0.9	0.98	0.2	0.11	0	0	0	0	1	0	0	0	0	0	0	0
"3418"	0.16	0.02	0.57	0.55	0	0	0	0	0	0	1	0	0	0	0	0
"2693"	0.93	0.83	0.51	0.6	0	0	0	0	0	1	0	0	0	0	0	0
"1190"	0.29	0.8	0.91	0.41	0	0	1	0	0	0	0	0	0	0	0	0
"2453"	0.86	1	0.01	0.27	0	0	0	0	1	0	0	0	0	0	0	0
"1000"	0.98	0.74	0.71	0.93	0	1	0	0	0	0	0	0	0	0	0	0
"5245"	0.1	0.54	0.05	0.52	0	0	0	0	0	0	0	0	0	0	1	0
"1731"	0.64	0.96	0.88	0.54	0	0	0	1	0	0	0	0	0	0	0	0
"3519"	0.65	0.55	0.89	0.98	0	0	0	0	0	0	0	1	0	0	0	0
"1777"	0.17	0.39	0.39	0.13	0	0	0	1	0	0	0	0	0	0	0	0
"4793"	0.39	0.16	0.44	0.13	0	0	0	0	0	0	0	0	0	1	0	0
"3499"	0.09	0.28	0.88	0.89	0	0	0	0	0	0	1	0	0	0	0	0
"4227"	0.8	0.32	0.82	0.43	0	0	0	0	0	0	0	0	1	0	0	0
"3035"	0.09	0.31	0.7	0.74	0	0	0	0	0	0	1	0	0	0	0	0
"2042"	0.94	0.85	0.37	0.15	0	0	0	0	1	0	0	0	0	0	0	0
"5060"	0.15	0.69	0.31	0.68	0	0	0	0	0	0	0	0	0	0	1	0
"217"	0.68	0.41	0.34	0.8	1	0	0	0	0	0	0	0	0	0	0	0
"2286"	0.91	0.98	0.52	0.2	0	0	0	0	1	0	0	0	0	0	0	0
"4777"	0.48	0.15	0.6	0.15	0	0	0	0	0	0	0	0	0	1	0	0
"4887"	0.49	0.1	0.35	0.07	0	0	0	0	0	0	0	0	0	1	0	0
"1644"	0.46	0.76	0.78	0.39	0	0	0	1	0	0	0	0	0	0	0	0
"4921"	0.62	0.32	0.62	0.4	0	0	0	0	0	0	0	0	0	1	0	0
"2428"	0.81	0.75	0.02	0.09	0	0	0	0	1	0	0	0	0	0	0	0
"5176"	0.25	0.86	0.26	0.94	0	0	0	0	0	0	0	0	0	0	1	0
"1332"	0.14	0.7	0.59	0.14	0	0	1	0	0	0	0	0	0	0	0	0
"4647"	0.78	0.53	0.88	0.55	0	0	0	0	0	0	0	0	0	1	0	0
"4416"	0.87	0.05	0.89	0.38	0	0	0	0	0	0	0	0	1	0	0	0
"2929"	0.53	0.44	0.17	0.14	0	0	0	0	0	1	0	0	0	0	0	0
"2248"	0.77	0.83	0.33	0.13	0	0	0	0	1	0	0	0	0	0	0	0
"1766"	0.43	0.82	0.79	0.52	0	0	0	1	0	0	0	0	0	0	0	0
"3977"	0.68	0.6	0.94	1	0	0	0	0	0	0	0	1	0	0	0	0
"2202"	0.77	0.71	0.08	0.05	0	0	0	0	1	0	0	0	0	0	0	0
"2347"	0.43	0.39	0.03	0.02	0	0	0	0	1	0	0	0	0	0	0	0
"4081"	0.99	0.39	0.92	0.11	0	0	0	0	0	0	0	0	1	0	0	0
"2982"	0.76	0.86	0.45	0.42	0	0	0	0	0	1	0	0	0	0	0	0
"5757"	0.03	0.33	0.12	0.35	0	0	0	0	0	0	0	0	0	0	0	1
"5263"	0.19	0.89	0.38	0.89	0	0	0	0	0	0	0	0	0	0	1	0
"4539"	0.83	0.34	0.68	0.4	0	0	0	0	0	0	0	0	0	1	0	0
"4333"	0.96	0.33	0.97	0.34	0	0	0	0	0	0	0	0	1	0	0	0
"1352"	0.03	0.91	0.79	0.04	0	0	1	0	0	0	0	0	0	0	0	0
"5559"	0.3	0.52	0.21	0.57	0	0	0	0	0	0	0	0	0	0	0	1
"5325"	0.31	0.89	0.25	0.96	0	0	0	0	0	0	0	0	0	0	1	0
"3310"	0.11	0.46	0.94	0.99	0	0	0	0	0	0	1	0	0	0	0	0
"5302"	0.24	0.69	0.13	0.79	0	0	0	0	0	0	0	0	0	0	1	0
"5182"	0.08	0.8	0.22	0.67	0	0	0	0	0	0	0	0	0	0	1	0
"4130"	0.58	0.1	0.71	0.02	0	0	0	0	0	0	0	0	1	0	0	0
"419"	0.59	0.32	0.21	0.65	1	0	0	0	0	0	0	0	0	0	0	0
"776"	0.53	0.2	0.32	0.62	0	1	0	0	0	0	0	0	0	0	0	0
"5733"	0.2	0.44	0.15	0.4	0	0	0	0	0	0	0	0	0	0	0	1
"4486"	0.84	0.21	0.97	0.01	0	0	0	0	0	0	0	0	1	0	0	0
"503"	0.76	0.35	0.46	0.64	0	1	0	0	0	0	0	0	0	0	0	0
"2400"	0.9	0.98	0.31	0.17	0	0	0	0	1	0	0	0	0	0	0	0
"982"	0.38	0.07	0.16	0.26	0	1	0	0	0	0	0	0	0	0	0	0
"4594"	0.36	0.01	0.4	0.03	0	0	0	0	0	0	0	0	0	1	0	0
"5605"	0.18	0.48	0.17	0.4	0	0	0	0	0	0	0	0	0	0	0	1
"3173"	0.13	0.41	0.88	0.85	0	0	0	0	0	0	1	0	0	0	0	0
"3856"	0.24	0.16	0.5	0.45	0	0	0	0	0	0	0	1	0	0	0	0
"5193"	0.31	0.71	0.29	0.72	0	0	0	0	0	0	0	0	0	0	1	0
"2389"	0.53	0.52	0.04	0.06	0	0	0	0	1	0	0	0	0	0	0	0
"2092"	0.97	0.94	0.21	0.09	0	0	0	0	1	0	0	0	0	0	0	0
"2136"	0.89	0.99	0.07	0.14	0	0	0	0	1	0	0	0	0	0	0	0
"952"	0.77	0.38	0.42	0.7	0	1	0	0	0	0	0	0	0	0	0	0
"5298"	0.24	0.9	0.28	0.8	0	0	0	0	0	0	0	0	0	0	1	0
"3161"	0.53	0.58	0.94	0.96	0	0	0	0	0	0	1	0	0	0	0	0
"3551"	0.02	0.03	0.29	0.33	0	0	0	0	0	0	0	1	0	0	0	0
"5891"	0.49	0.78	0.38	0.72	0	0	0	0	0	0	0	0	0	0	0	1
"875"	0.86	0.63	0.73	1	0	1	0	0	0	0	0	0	0	0	0	0
"4497"	0.97	0.03	0.89	0.45	0	0	0	0	0	0	0	0	1	0	0	0
"68"	0.93	0.25	0.34	0.9	1	0	0	0	0	0	0	0	0	0	0	0
"3070"	0.16	0.15	0.78	0.65	0	0	0	0	0	0	1	0	0	0	0	0
"3690"	0.02	0.04	0.29	0.37	0	0	0	0	0	0	0	1	0	0	0	0
"3080"	0.4	0.03	0.83	0.84	0	0	0	0	0	0	1	0	0	0	0	0
"385"	0.97	0.37	0.51	0.83	1	0	0	0	0	0	0	0	0	0	0	0
"35"	0.5	0.05	0.02	0.39	1	0	0	0	0	0	0	0	0	0	0	0
"45"	0.57	0.22	0.18	0.6	1	0	0	0	0	0	0	0	0	0	0	0
"5461"	0.2	0.81	0.17	0.7	0	0	0	0	0	0	0	0	0	0	1	0
"2201"	0.72	0.63	0.04	0.27	0	0	0	0	1	0	0	0	0	0	0	0
"4377"	0.8	0.35	0.88	0.14	0	0	0	0	0	0	0	0	1	0	0	0
"160"	0.87	0.1	0.06	0.78	1	0	0	0	0	0	0	0	0	0	0	0
"5982"	0.48	0.81	0.37	0.72	0	0	0	0	0	0	0	0	0	0	0	1
"4854"	0.62	0.4	0.63	0.39	0	0	0	0	0	0	0	0	0	1	0	0
"447"	0.91	0.64	0.51	0.95	1	0	0	0	0	0	0	0	0	0	0	0
"17"	0.81	0.2	0.29	0.77	1	0	0	0	0	0	0	0	0	0	0	0
"176"	0.9	0.05	0.09	0.79	1	0	0	0	0	0	0	0	0	0	0	0
"5046"	0.41	0.94	0.58	0.97	0	0	0	0	0	0	0	0	0	0	1	0
"607"	0.65	0.33	0.34	0.68	0	1	0	0	0	0	0	0	0	0	0	0
"2140"	0.79	0.79	0.06	0.16	0	0	0	0	1	0	0	0	0	0	0	0
"4266"	0.82	0.13	0.9	0.11	0	0	0	0	0	0	0	0	1	0	0	0
"107"	0.77	0.02	0.14	0.79	1	0	0	0	0	0	0	0	0	0	0	0
"4877"	0.42	0.08	0.39	0.11	0	0	0	0	0	0	0	0	0	1	0	0
"5063"	0.3	0.84	0.11	0.84	0	0	0	0	0	0	0	0	0	0	1	0
"3701"	0.6	0.6	0.9	0.89	0	0	0	0	0	0	0	1	0	0	0	0
"3296"	0.2	0.41	0.94	1	0	0	0	0	0	0	1	0	0	0	0	0
"5214"	0.27	0.67	0.09	0.7	0	0	0	0	0	0	0	0	0	0	1	0
"5155"	0.03	0.73	0.07	0.78	0	0	0	0	0	0	0	0	0	0	1	0
"4176"	0.79	0.04	0.72	0.1	0	0	0	0	0	0	0	0	1	0	0	0
"5468"	0.09	0.91	0.51	0.98	0	0	0	0	0	0	0	0	0	0	1	0
"1496"	0.19	0.67	0.65	0.24	0	0	1	0	0	0	0	0	0	0	0	0
"3652"	0.31	0.32	0.71	0.59	0	0	0	0	0	0	0	1	0	0	0	0
"5565"	0.58	0.78	0.46	0.81	0	0	0	0	0	0	0	0	0	0	0	1
"1402"	0.22	0.54	0.65	0.13	0	0	1	0	0	0	0	0	0	0	0	0
"972"	0.47	0.26	0.12	0.55	0	1	0	0	0	0	0	0	0	0	0	0
"2836"	0.45	0.32	0.05	0.03	0	0	0	0	0	1	0	0	0	0	0	0
"5250"	0.09	0.86	0.34	0.97	0	0	0	0	0	0	0	0	0	0	1	0
"4028"	0.99	0.16	0.9	0.49	0	0	0	0	0	0	0	0	1	0	0	0
"2761"	0.67	0.7	0.38	0.41	0	0	0	0	0	1	0	0	0	0	0	0
"996"	0.68	0.55	0.44	0.71	0	1	0	0	0	0	0	0	0	0	0	0
"5282"	0.01	0.95	0.3	0.96	0	0	0	0	0	0	0	0	0	0	1	0
"5470"	0.01	0.98	0.49	0.91	0	0	0	0	0	0	0	0	0	0	1	0
"4370"	0.6	0.09	0.55	0.19	0	0	0	0	0	0	0	0	1	0	0	0
"475"	0.68	0.09	0.18	0.77	1	0	0	0	0	0	0	0	0	0	0	0
"4620"	0.4	0.14	0.36	0.12	0	0	0	0	0	0	0	0	0	1	0	0
"1373"	0.24	0.71	0.7	0.17	0	0	1	0	0	0	0	0	0	0	0	0
"2878"	0.52	0.5	0.27	0.29	0	0	0	0	0	1	0	0	0	0	0	0
"2557"	0.48	0.46	0.16	0.24	0	0	0	0	0	1	0	0	0	0	0	0
"4685"	0.64	0.42	0.64	0.31	0	0	0	0	0	0	0	0	0	1	0	0
"3038"	0.32	0.17	0.77	0.84	0	0	0	0	0	0	1	0	0	0	0	0
"3779"	0.21	0.14	0.54	0.44	0	0	0	0	0	0	0	1	0	0	0	0
"5052"	0.35	0.91	0.36	0.88	0	0	0	0	0	0	0	0	0	0	1	0
"3120"	0.49	0.05	0.91	0.89	0	0	0	0	0	0	1	0	0	0	0	0
"5927"	0.32	0.63	0.42	0.64	0	0	0	0	0	0	0	0	0	0	0	1
"5281"	0	0.99	0	0.86	0	0	0	0	0	0	0	0	0	0	1	0
"1593"	0.11	0.34	0.41	0.03	0	0	0	1	0	0	0	0	0	0	0	0
"5311"	0.16	0.67	0.15	0.75	0	0	0	0	0	0	0	0	0	0	1	0
"645"	0.78	0.38	0.5	0.66	0	1	0	0	0	0	0	0	0	0	0	0
"290"	0.62	0.23	0.09	0.48	1	0	0	0	0	0	0	0	0	0	0	0
"2445"	0.75	0.71	0.34	0.35	0	0	0	0	1	0	0	0	0	0	0	0
"1892"	0.57	0.89	0.82	0.45	0	0	0	1	0	0	0	0	0	0	0	0
"5332"	0.09	0.63	0.2	0.7	0	0	0	0	0	0	0	0	0	0	1	0
"84"	0.94	0.54	0.46	0.91	1	0	0	0	0	0	0	0	0	0	0	0
"5373"	0.09	0.92	0.02	0.86	0	0	0	0	0	0	0	0	0	0	1	0
"3066"	0.42	0.06	0.89	0.9	0	0	0	0	0	0	1	0	0	0	0	0
"3143"	0.39	0.3	0.75	0.84	0	0	0	0	0	0	1	0	0	0	0	0
"2709"	0.99	0.9	0.69	0.64	0	0	0	0	0	1	0	0	0	0	0	0
"1882"	0.45	0.66	0.59	0.34	0	0	0	1	0	0	0	0	0	0	0	0
"1091"	0.35	0.65	0.78	0.38	0	0	1	0	0	0	0	0	0	0	0	0
"2268"	0.77	0.66	0.05	0.24	0	0	0	0	1	0	0	0	0	0	0	0
"3117"	0.27	0.32	0.82	0.94	0	0	0	0	0	0	1	0	0	0	0	0
"1025"	0.41	0.94	0.89	0.39	0	0	1	0	0	0	0	0	0	0	0	0
"5093"	0.2	0.83	0.33	0.76	0	0	0	0	0	0	0	0	0	0	1	0
"706"	0.73	0.49	0.48	0.72	0	1	0	0	0	0	0	0	0	0	0	0
"1001"	0.32	0.9	0.91	0.25	0	0	1	0	0	0	0	0	0	0	0	0
"1117"	0.36	0.75	0.88	0.45	0	0	1	0	0	0	0	0	0	0	0	0
"1247"	0.16	0.6	0.59	0.24	0	0	1	0	0	0	0	0	0	0	0	0
"4636"	0.66	0.28	0.61	0.28	0	0	0	0	0	0	0	0	0	1	0	0
"4033"	0.66	0.29	0.79	0.24	0	0	0	0	0	0	0	0	1	0	0	0
"2513"	0.67	0.61	0.38	0.38	0	0	0	0	0	1	0	0	0	0	0	0
"840"	0.88	0.7	0.58	0.94	0	1	0	0	0	0	0	0	0	0	0	0
"3374"	0.11	0.03	0.62	0.6	0	0	0	0	0	0	1	0	0	0	0	0
"2034"	0.72	0.79	0.05	0.33	0	0	0	0	1	0	0	0	0	0	0	0
"5294"	0.17	0.73	0.04	0.63	0	0	0	0	0	0	0	0	0	0	1	0
"60"	0.64	0.17	0.15	0.66	1	0	0	0	0	0	0	0	0	0	0	0
"3029"	0.19	0.06	0.92	0.86	0	0	0	0	0	0	1	0	0	0	0	0
"3262"	0.05	0.11	0.73	0.81	0	0	0	0	0	0	1	0	0	0	0	0
"5183"	0.06	0.95	0.45	0.88	0	0	0	0	0	0	0	0	0	0	1	0
"3662"	0.17	0.2	0.42	0.44	0	0	0	0	0	0	0	1	0	0	0	0
"4006"	0.6	0.03	0.67	0.05	0	0	0	0	0	0	0	0	1	0	0	0
"2052"	0.83	0.81	0.34	0.26	0	0	0	0	1	0	0	0	0	0	0	0
"1555"	0.32	0.6	0.65	0.42	0	0	0	1	0	0	0	0	0	0	0	0
"1050"	0.25	0.9	0.83	0.25	0	0	1	0	0	0	0	0	0	0	0	0
"5795"	0.4	0.74	0.48	0.74	0	0	0	0	0	0	0	0	0	0	0	1
"492"	0.85	0.38	0.35	0.88	1	0	0	0	0	0	0	0	0	0	0	0
"5789"	0.51	0.8	0.54	0.84	0	0	0	0	0	0	0	0	0	0	0	1
"26"	0.95	0.11	0.09	0.84	1	0	0	0	0	0	0	0	0	0	0	0
"77"	0.93	0.16	0.25	0.87	1	0	0	0	0	0	0	0	0	0	0	0
"872"	0.61	0.31	0.28	0.48	0	1	0	0	0	0	0	0	0	0	0	0
"1306"	0.11	0.85	0.79	0.07	0	0	1	0	0	0	0	0	0	0	0	0
"326"	0.77	0.21	0.29	0.89	1	0	0	0	0	0	0	0	0	0	0	0
"960"	0.53	0.19	0.3	0.66	0	1	0	0	0	0	0	0	0	0	0	0
"5951"	0.59	0.87	0.48	0.8	0	0	0	0	0	0	0	0	0	0	0	1
"4520"	0.67	0.33	0.53	0.31	0	0	0	0	0	0	0	0	0	1	0	0
"1388"	0.24	0.69	0.72	0.13	0	0	1	0	0	0	0	0	0	0	0	0
"2254"	0.88	0.83	0.4	0.42	0	0	0	0	1	0	0	0	0	0	0	0
"5366"	0.2	0.98	0.15	0.84	0	0	0	0	0	0	0	0	0	0	1	0
"5120"	0.31	0.84	0.16	0.73	0	0	0	0	0	0	0	0	0	0	1	0
"4882"	0.45	0.17	0.43	0.13	0	0	0	0	0	0	0	0	0	1	0	0
"2944"	0.55	0.46	0.12	0.13	0	0	0	0	0	1	0	0	0	0	0	0
"405"	0.75	0.19	0.33	0.72	1	0	0	0	0	0	0	0	0	0	0	0
"3775"	0.15	0.13	0.47	0.5	0	0	0	0	0	0	0	1	0	0	0	0
"1577"	0.53	0.79	0.65	0.48	0	0	0	1	0	0	0	0	0	0	0	0
"1442"	0.18	0.58	0.55	0.24	0	0	1	0	0	0	0	0	0	0	0	0
"2898"	0.69	0.78	0.43	0.37	0	0	0	0	0	1	0	0	0	0	0	0
"3557"	0.01	0.1	0.34	0.45	0	0	0	0	0	0	0	1	0	0	0	0
"3032"	0.07	0.36	0.86	0.78	0	0	0	0	0	0	1	0	0	0	0	0
"559"	0.59	0.36	0.29	0.68	0	1	0	0	0	0	0	0	0	0	0	0
"2765"	0.49	0.6	0.29	0.16	0	0	0	0	0	1	0	0	0	0	0	0
"5074"	0.27	0.95	0.01	0.82	0	0	0	0	0	0	0	0	0	0	1	0
"947"	0.81	0.48	0.47	0.7	0	1	0	0	0	0	0	0	0	0	0	0
"2"	0.84	0.35	0.2	0.93	1	0	0	0	0	0	0	0	0	0	0	0
"5534"	0.61	0.87	0.64	0.91	0	0	0	0	0	0	0	0	0	0	0	1
"1945"	0.49	0.9	0.82	0.6	0	0	0	1	0	0	0	0	0	0	0	0
"3870"	0.45	0.44	0.79	0.68	0	0	0	0	0	0	0	1	0	0	0	0
"742"	0.53	0.18	0.29	0.52	0	1	0	0	0	0	0	0	0	0	0	0
"795"	0.53	0.33	0.27	0.49	0	1	0	0	0	0	0	0	0	0	0	0
"4448"	0.92	0.13	0.98	0.2	0	0	0	0	0	0	0	0	1	0	0	0
"3834"	0.16	0.2	0.4	0.54	0	0	0	0	0	0	0	1	0	0	0	0
"5611"	0.37	0.75	0.39	0.68	0	0	0	0	0	0	0	0	0	0	0	1
"153"	0.72	0.25	0.23	0.59	1	0	0	0	0	0	0	0	0	0	0	0
"2600"	0.45	0.4	0.09	0.19	0	0	0	0	0	1	0	0	0	0	0	0
"4580"	0.51	0.15	0.44	0.16	0	0	0	0	0	0	0	0	0	1	0	0
"5753"	0.44	0.66	0.37	0.8	0	0	0	0	0	0	0	0	0	0	0	1
"5530"	0.17	0.51	0.24	0.46	0	0	0	0	0	0	0	0	0	0	0	1
"193"	0.77	0.38	0.49	0.9	1	0	0	0	0	0	0	0	0	0	0	0
"3101"	0.45	0.26	0.81	0.93	0	0	0	0	0	0	1	0	0	0	0	0
"5469"	0.08	0.61	0.03	0.58	0	0	0	0	0	0	0	0	0	0	1	0
"4443"	0.94	0.06	0.83	0.16	0	0	0	0	0	0	0	0	1	0	0	0
"3901"	0.5	0.54	0.75	0.82	0	0	0	0	0	0	0	1	0	0	0	0
